Student Tag,Enrollment Term,Subject,Entry Teacher Tag,Exit Teacher Tag,Q1 (Before),Q1 (After),Q1 (Change),Q2 (Before),Q2 (After),Q2 (Change),Q3 (Before),Q3 (After),Q3 (Change),Q4 (Before),Q4 (After),Q4 (Change),Q5 (Before),Q5 (After),Q5 (Change),Q6 (Before),Q6 (After),Q6( Change),Q7 (Before),Q7 (After),Q7 (Change),Q8 (Before),Q8 (After),Q8 (Change),Q9 (Before),Q9 (After),Q9 (Change),Q10 (Before),Q10 (After),Q10 (Change),Q11 (Before),Q11 (After),Q11 (Change),Q12 (Before),Q12 (After),Q12 (Change),Q13 (Before),Q13 (After),Q13 (Change),Q14 (Before),Q14 (After),Q14 (Change),Q15 (Before),Q15 (After),Q15 (Change),Q16 (Before),Q16 (After),Q16 (Change),Q17 (Before),Q17 (After),Q17 (Change),Q18 (Assigned Text Read Completely),Q19 (Chinese Translation),Q20 (Time/RJ),Q21 (Time/reading),Q22 (% Lecture),Q23 (% tutorial participation),Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Sex,"Phy (1: normal, 2:mainland)","Chem(1: normal, 2:mainland)","Bio(1: normal, 2:mainland)",Com Sci,Inter Sci,Eng Lit,Chin Lit,"History(1: normal, 2:mainland)",Chin History,Ethics & RS,Music,Visual Art,Econ,"Geog(1: normal, 2:mainland)",Politics_Mainland,Language,English Proficiency,Year of Study,Faculty,Term GPA,Grade,cGPA (After),cGPA (Before),First GEF?,"ScienceSubject (Phy,Chem,Bio,InterSci,CombSci)","HumanitiesSub (ChinHist, Hist, ChinLit, EngLit, RS, Politics)",Micro-modules,Micro-modules_No_a,Micro-modules_No_b,Micro-modules_No_c,Micro-modules_No_d,Micro-modules_No_e,Micro-modules_No_f,Micro-modules_No_g
58,1617T1,UNFN,12,12,4,4,0,4,4,0,4,5,1,3,4,1,2,3,1,4,5,1,5,5,0,4,5,1,4,5,1,4,4,0,4,5,1,4,4,0,3,5,2,5,5,0,5,5,0,4,5,1,5,6,1,4 to 5,0 to 1,3 to <6,2 to <3,81-100%,61-80%,4,4,4,2,3,2,4,4,4,4,4,4,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Others,Others,1,ENF,2.57,C+,2.57,0.00,Yes,3,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
59,1617T1,UNFN,14,14,5,5,0,5,6,1,4,5,1,4,5,1,2,4,2,4,5,1,4,5,1,6,6,0,3,5,2,3,5,2,3,5,2,4,4,0,4,4,0,5,5,0,4,5,1,5,6,1,5,5,0,8 to 9,10 to 11,6 to <10,3 to <4,81-100%,21-40%,4,5,5,3,4,3,4,4,4,4,4,4,F,BLANK,BLANK,BLANK,,,,,2,,,,,,2,1,Putonghau,Natioanl Exam >=140,1,BAF,3.13,B,3.13,0.00,Yes,2,6,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
61,1617T1,UNFN,2,2,4,5,1,5,5,0,2,3,1,3,4,1,3,3,0,4,4,0,4,4,0,5,4,-1,5,4,-1,5,4,-1,5,4,-1,4,3,-1,4,4,0,4,4,0,4,4,0,5,4,-1,5,5,0,6 to 7,6 to 7,3 to <6,1 to <2,61-80%,61-80%,3,4,4,4,3,2,3,3,4,4,4,3,M,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,Others,3,ENF,1.85,F,2.30,2.42,No,1,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
63,1617T1,UNFN,10,10,4,4,0,5,5,0,4,4,0,4,4,0,3,3,0,4,3,-1,4,5,1,5,5,0,4,5,1,5,5,0,5,5,0,5,5,0,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,8 to 9,8 to 9,3 to <6,1 to <2,81-100%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,1,MED,2.83,B+,2.83,0.00,Yes,3,0,1,BLANK,1,BLANK,BLANK,1,BLANK,BLANK
64,1617T1,UNFN,2,2,4,5,1,5,5,0,4,5,1,4,5,1,3,2,-1,3,4,1,4,4,0,5,5,0,2,4,2,2,4,2,2,4,2,2,4,2,3,4,1,4,5,1,3,4,1,4,5,1,5,5,0,8 to 9,8 to 9,3 to <6,2 to <3,81-100%,61-80%,4,4,4,4,4,4,3,3,4,4,4,3,F,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,1,EDU,3.38,B+,3.38,0.00,Yes,1,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
66,1617T1,UNFN,10,10,4,4,0,5,4,-1,2,4,2,2,4,2,3,4,1,5,4,-1,5,4,-1,5,4,-1,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,5,4,-1,4,4,0,4,4,0,5,4,-1,2 to 3,2 to 3,3 to <6,2 to <3,1-20%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,3.23,B+,3.23,0.00,Yes,3,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
68,1617T1,UNFN,1,1,5,5,0,4,5,1,5,5,0,5,5,0,6,6,0,6,6,0,4,4,0,5,5,0,3,5,2,4,4,0,5,5,0,5,4,-1,4,5,1,4,6,2,4,5,1,5,5,0,6,6,0,10 to 11,0 to 1,10 to <15,4 to <5,81-100%,81-100%,4,5,5,4,4,4,4,4,4,5,5,3,F,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,3.74,A,3.74,0.00,Yes,3,0,0,BLANK,BLANK,BLANK,BLANK,1,1,BLANK
69,1617T1,UNFN,1,1,5,5,0,5,5,0,5,5,0,5,4,-1,5,5,0,5,5,0,4,5,1,5,5,0,4,5,1,4,5,1,5,5,0,5,5,0,5,4,-1,5,5,0,5,5,0,5,5,0,5,5,0,8 to 9,6 to 7,3 to <6,2 to <3,61-80%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,F,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,1,BLANK,1,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,1.99,B-,1.99,0.00,Yes,1,2,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
70,1617T1,UNFN,11,11,4,5,1,5,5,0,2,3,1,1,3,2,1,1,0,5,5,0,5,5,0,6,5,-1,4,5,1,5,5,0,5,5,0,3,5,2,2,5,3,5,5,0,1,5,4,5,5,0,5,2,-3,8 to 9,0 to 1,1 to <3,less than 1,1-20%,61-80%,2,5,4,4,3,3,5,5,5,4,3,3,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,1,SCF,3.19,B,3.19,0.00,Yes,3,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
71,1617T1,UNFN,14,14,5,5,0,4,5,1,2,5,3,3,4,1,5,5,0,6,4,-2,4,5,1,6,5,-1,2,5,3,2,5,3,2,5,3,3,5,2,3,5,2,1,5,4,3,5,2,5,5,0,4,5,1,10 to 11,8 to 9,1 to <3,1 to <2,81-100%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,M,BLANK,BLANK,BLANK,,,,,2,,,,,,BLANK,1,Putonghau,Others,2,SSF,3.37,B,3.29,3.25,No,2,6,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
72,1617T1,UNFN,14,14,5,4,-1,5,4,-1,5,5,0,5,5,0,4,5,1,5,3,-2,5,3,-2,5,5,0,4,5,1,5,5,0,4,5,1,5,5,0,4,5,1,5,5,0,5,5,0,5,5,0,5,5,0,8 to 9,8 to 9,1 to <3,1 to <2,0,81-100%,4,4,3,2,3,3,4,4,4,4,3,4,M,BLANK,BLANK,BLANK,,,,,BLANK,,,,,,BLANK,BLANK,Putonghau,Taiwan Exam >=15,2,SLAW,3.45,A-,3.50,3.52,No,2,4,0,1,BLANK,1,BLANK,BLANK,BLANK,BLANK
75,1617T1,UNFN,11,11,5,6,1,4,6,2,5,5,0,3,5,2,3,5,2,4,6,2,4,6,2,5,5,0,3,6,3,5,6,1,5,6,1,5,5,0,3,5,2,5,6,1,4,5,1,4,6,2,3,5,2,6 to 7,6 to 7,3 to <6,less than 1,1-20%,81-100%,5,4,4,3,4,5,4,4,4,4,4,3,F,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,2.52,B,2.52,0.00,Yes,3,0,0,BLANK,BLANK,BLANK,BLANK,1,1,BLANK
76,1617T1,UNFN,12,12,5,4,-1,5,4,-1,5,4,-1,5,4,-1,5,5,0,4,4,0,3,4,1,3,4,1,3,4,1,3,4,1,3,4,1,3,4,1,5,5,0,5,5,0,5,5,0,5,5,0,6,5,-1,4 to 5,0 to 1,1 to <3,1 to <2,81-100%,21-40%,4,4,4,4,4,4,4,4,4,4,4,4,F,1,1,1,BLANK,BLANK,1,1,1,BLANK,BLANK,1,BLANK,1,1,,English,Others,2,CCST,2.95,C+,2.98,3.00,No,3,3,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
77,1617T1,UNFN,11,11,4,4,0,5,4,-1,4,2,-2,4,3,-1,4,4,0,3,4,1,5,4,-1,5,5,0,2,3,1,4,5,1,3,5,2,2,4,2,2,4,2,4,4,0,3,5,2,5,5,0,5,4,-1,8 to 9,4 to 5,6 to <10,1 to <2,41-60%,61-80%,3,3,4,4,4,4,3,3,3,3,3,3,M,BLANK,BLANK,1,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,3.28,A-,3.28,0.00,Yes,1,1,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
78,1617T1,UNFN,1,1,3,6,3,2,6,4,3,6,3,5,6,1,3,6,3,5,6,1,5,6,1,6,6,0,5,6,1,5,6,1,5,6,1,3,6,3,4,6,2,5,6,1,5,6,1,4,6,2,4,6,2,10 to 11,2 to 3,10 to <15,3 to <4,81-100%,81-100%,5,5,5,5,5,5,5,5,5,5,5,5,M,1,1,1,BLANK,1,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,1,,Cantonese,Others,1,ENF,3.72,B+,3.72,0.00,Yes,4,2,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
79,1617T1,UNFN,11,11,4,5,1,4,4,0,4,4,0,3,4,1,2,4,2,2,4,2,2,5,3,4,5,1,3,5,2,3,4,1,3,4,1,3,5,2,3,5,2,4,5,1,4,5,1,4,5,1,4,5,1,6 to 7,6 to 7,3 to <6,2 to <3,41-60%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,1,BLANK,,Cantonese,DSE 4 or below,1,BAF,2.98,B-,2.98,0.00,Yes,0,0,0,1,BLANK,BLANK,BLANK,1,BLANK,BLANK
82,1617T1,UNFN,7,7,4,4,0,5,5,0,4,5,1,5,5,0,5,3,-2,4,3,-1,3,1,-2,3,3,0,2,3,1,1,4,3,2,4,2,2,4,2,3,4,1,5,6,1,4,5,1,6,6,0,3,2,-1,4 to 5,0 to 1,3 to <6,2 to <3,0,81-100%,3,3,4,3,4,4,4,4,4,4,4,4,F,1,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,1,,Cantonese,Others,2,ART,1.62,C,1.98,2.19,No,1,1,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
84,1617T1,UNFN,13,13,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,10 to 11,0 to 1,6 to <10,3 to <4,81-100%,81-100%,5,5,5,5,5,5,5,5,5,5,5,5,M,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,Others,2,ENF,0.58,C+,1.44,1.76,No,1,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
87,1617T1,UNFN,11,11,5,5,0,6,6,0,5,5,0,4,5,1,4,4,0,4,5,1,5,6,1,6,6,0,3,5,2,4,5,1,4,5,1,4,5,1,4,5,1,5,5,0,3,5,2,5,6,1,4,5,1,6 to 7,6 to 7,6 to <10,1 to <2,81-100%,81-100%,4,4,5,4,5,4,4,4,5,5,5,3,M,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,1,ART,3.21,A-,3.21,0.00,Yes,0,1,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
89,1617T1,UNFN,11,11,5,5,0,5,5,0,5,5,0,5,5,0,4,2,-2,4,2,-2,4,2,-2,5,5,0,3,4,1,3,4,1,3,4,1,5,3,-2,5,3,-2,5,5,0,4,5,1,5,5,0,5,5,0,6 to 7,6 to 7,6 to <10,2 to <3,21-40%,81-100%,4,4,4,2,4,3,4,4,4,5,5,2,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,1,,Cantonese,DSE 4 or below,1,BAF,3.05,B,3.05,0.00,Yes,0,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
90,1617T1,UNFN,12,12,5,5,0,5,5,0,2,4,2,2,3,1,3,5,2,4,5,1,4,4,0,5,5,0,2,3,1,2,3,1,2,4,2,2,5,3,3,5,2,4,5,1,5,5,0,5,5,0,6,6,0,8 to 9,8 to 9,6 to <10,2 to <3,81-100%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,F,BLANK,BLANK,BLANK,BLANK,BLANK,1,1,1,1,BLANK,1,BLANK,BLANK,1,,Putonghua,Others,1,SSF,3.27,B,3.27,0.00,Yes,0,4,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
92,1617T1,UNFN,12,12,3,3,0,4,4,0,4,4,0,3,4,1,5,5,0,5,6,1,5,6,1,5,6,1,5,5,0,5,6,1,5,6,1,4,5,1,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,6 to 7,0 to 1,10 to <15,2 to <3,81-100%,41-60%,3,3,4,3,4,4,4,4,4,4,4,4,F,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Putonghua,Others,2,SSF,3.09,B+,3.10,3.11,No,3,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
94,1617T1,UNFN,13,13,5,6,1,5,6,1,5,4,-1,5,4,-1,5,2,-3,5,2,-3,5,2,-3,5,4,-1,5,4,-1,5,4,-1,5,4,-1,5,4,-1,5,4,-1,5,4,-1,5,4,-1,5,4,-1,5,4,-1,6 to 7,2 to 3,1 to <3,2 to <3,61-80%,81-100%,5,5,5,5,4,4,4,4,4,4,4,4,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,1,BAF,2.65,B-,2.65,0.00,Double,0,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
96,1617T1,UNFN,1,1,4,4,0,4,5,1,4,4,0,4,4,0,3,4,1,3,4,1,3,4,1,4,4,0,3,4,1,3,4,1,4,5,1,4,4,0,4,4,0,4,4,0,3,4,1,4,4,0,4,4,0,4 to 5,4 to 5,10 to <15,2 to <3,61-80%,81-100%,3,4,4,4,3,3,3,3,3,3,4,3,F,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,1,SSF,2.30,D,2.30,0.00,Yes,1,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
97,1617T1,UNFN,11,11,5,6,1,5,6,1,4,4,0,4,5,1,5,4,-1,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,4,5,1,4,4,0,4,5,1,4,4,0,5,5,0,5,5,0,10 to 11,0 to 1,6 to <10,2 to <3,41-60%,81-100%,3,3,4,2,4,2,4,4,4,4,4,4,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,SLAW,3.13,B+,3.13,0.00,Yes,2,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
98,1617T1,UNFN,1,1,4,4,0,4,4,0,5,4,-1,3,3,0,2,1,-1,2,1,-1,3,2,-1,4,3,-1,1,1,0,2,2,0,1,1,0,1,2,1,2,3,1,4,3,-1,4,3,-1,4,3,-1,5,5,0,4 to 5,6 to 7,more than 15,more than 5,81-100%,61-80%,2,4,4,3,3,3,1,2,3,4,4,2,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,1,,Cantonese,DSE 4 or below,1,ART,3.39,B,3.39,0.00,Yes,0,0,0,1,BLANK,BLANK,BLANK,1,BLANK,BLANK
99,1617T1,UNFN,1,1,4,5,1,6,6,0,4,4,0,5,5,0,2,3,1,3,5,2,5,6,1,6,6,0,3,5,2,3,4,1,3,5,2,5,6,1,4,4,0,5,5,0,4,5,1,5,4,-1,4,5,1,6 to 7,8 to 9,3 to <6,1 to <2,61-80%,81-100%,3,5,4,3,4,3,4,4,5,5,4,3,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Putonghua,Others,1,ENF,3.90,A-,3.90,0.00,Yes,3,0,0,1,BLANK,BLANK,BLANK,1,BLANK,BLANK
100,1617T1,UNFN,1,1,5,5,0,5,5,0,5,5,0,6,5,-1,6,6,0,6,6,0,6,6,0,6,5,-1,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,8 to 9,0 to 1,1 to <3,1 to <2,81-100%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,MULT,DSE 5 or above,1,MED,3.11,A-,3.11,0.00,Yes,2,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
101,1617T1,UNFN,14,14,5,5,0,5,6,1,5,4,-1,3,4,1,4,4,0,4,5,1,4,6,2,5,6,1,4,5,1,4,5,1,5,6,1,4,5,1,3,5,2,3,5,2,3,5,2,3,5,2,4,5,1,6 to 7,4 to 5,6 to <10,2 to <3,81-100%,81-100%,4,4,4,3,3,3,3,4,4,4,4,3,F,1,1,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,SSF,3.25,A-,3.25,0.00,Yes,2,1,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
102,1617T1,UNFN,10,10,4,4,0,5,5,0,5,5,0,4,5,1,6,5,-1,5,5,0,4,4,0,5,5,0,2,3,1,5,5,0,4,4,0,4,3,-1,5,4,-1,6,3,-3,5,4,-1,4,6,2,6,6,0,8 to 9,8 to 9,6 to <10,1 to <2,61-80%,81-100%,4,5,5,4,5,4,4,5,4,5,5,4,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,SSF,3.14,B-,3.14,0.00,Yes,2,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
103,1617T1,UNFN,11,11,4,5,1,5,6,1,5,4,-1,6,4,-2,6,3,-3,3,3,0,3,5,2,4,5,1,4,4,0,4,4,0,3,5,2,4,6,2,5,5,0,3,6,3,4,4,0,5,5,0,3,6,3,2 to 3,4 to 5,6 to <10,1 to <2,21-40%,61-80%,4,5,5,4,4,4,5,3,3,4,4,4,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,3.42,A-,3.42,0.00,Yes,3,0,0,1,BLANK,BLANK,BLANK,1,BLANK,BLANK
105,1617T1,UNFN,13,13,5,5,0,5,6,1,5,5,0,4,5,1,4,5,1,5,5,0,5,6,1,6,6,0,3,5,2,5,5,0,5,5,0,4,5,1,5,5,0,5,6,1,5,5,0,5,5,0,6,6,0,10 to 11,0 to 1,6 to <10,1 to <2,81-100%,81-100%,3,4,5,3,5,5,5,5,5,5,5,4,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,3.74,A-,3.74,0.00,Yes,2,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
106,1617T1,UNFN,13,13,4,4,0,4,5,1,2,4,2,2,4,2,4,4,0,4,5,1,4,4,0,5,5,0,1,4,3,4,5,1,4,5,1,4,5,1,5,4,-1,5,5,0,4,4,0,2,5,3,1,5,4,6 to 7,6 to 7,10 to <15,more than 5,61-80%,61-80%,3,4,5,3,4,4,4,4,4,4,4,2,M,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,1,SCF,3.66,A-,3.66,0.00,Yes,2,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
108,1617T1,UNFN,11,11,4,5,1,5,6,1,5,5,0,4,4,0,5,5,0,6,6,0,5,5,0,4,5,1,4,4,0,5,5,0,5,5,0,4,5,1,3,4,1,5,5,0,3,5,2,5,5,0,4,5,1,8 to 9,4 to 5,3 to <6,2 to <3,81-100%,81-100%,3,4,5,3,3,4,4,4,4,3,4,2,F,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,3.51,A-,3.51,0.00,Yes,3,0,0,1,BLANK,BLANK,BLANK,BLANK,1,BLANK
109,1617T1,UNFN,12,12,4,6,2,4,6,2,3,6,3,4,5,1,1,5,4,4,6,2,4,6,2,5,6,1,3,6,3,3,6,3,4,6,2,2,6,4,2,6,4,5,6,1,5,6,1,5,6,1,5,6,1,4 to 5,0 to 1,6 to <10,1 to <2,41-60%,81-100%,5,5,5,5,4,4,4,4,4,5,5,5,F,1,1,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,English,DSE 4 or below,1,MED,3.27,A-,3.27,0.00,Yes,2,1,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
110,1617T1,UNFN,10,10,4,5,1,5,5,0,3,5,2,3,5,2,3,4,1,4,4,0,4,5,1,3,5,2,3,6,3,5,6,1,5,5,0,4,5,1,3,6,3,4,6,2,4,5,1,4,5,1,2,6,4,8 to 9,2 to 3,10 to <15,1 to <2,81-100%,81-100%,2,4,5,4,4,5,5,5,4,5,5,5,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,3.38,A-,3.38,0.00,Yes,3,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
112,1617T1,UNFN,10,10,3,5,2,4,5,1,4,5,1,5,5,0,4,5,1,5,5,0,5,5,0,5,5,0,4,5,1,4,5,1,4,5,1,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,2 to 3,6 to 7,3 to <6,2 to <3,1-20%,81-100%,3,4,4,4,4,4,4,4,4,4,4,4,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,2.99,B-,2.99,0.00,Yes,2,0,1,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
115,1617T1,UNFN,11,11,4,5,1,5,5,0,4,4,0,4,4,0,2,2,0,4,3,-1,5,5,0,5,6,1,2,5,3,2,5,3,3,4,1,4,4,0,3,5,2,4,5,1,2,5,3,2,6,4,5,4,-1,8 to 9,8 to 9,3 to <6,1 to <2,81-100%,81-100%,4,5,4,2,4,3,4,4,4,5,4,2,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,3.28,A-,3.28,0.00,Yes,2,0,0,BLANK,1,BLANK,BLANK,BLANK,BLANK,1
118,1617T1,UNFN,13,13,5,5,0,5,5,0,4,4,0,4,4,0,4,5,1,4,6,2,4,5,1,5,5,0,3,4,1,3,5,2,3,5,2,4,5,1,3,5,2,5,6,1,4,5,1,5,6,1,4,6,2,10 to 11,0 to 1,3 to <6,1 to <2,81-100%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,F,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,1,ART,3.52,A,3.52,0.00,Yes,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
121,1617T1,UNFN,11,11,4,5,1,6,5,-1,6,4,-2,5,4,-1,3,5,2,2,3,1,2,3,1,4,4,0,1,4,3,1,4,3,3,5,2,2,4,2,3,5,2,5,5,0,4,4,0,6,4,-2,5,5,0,8 to 9,6 to 7,10 to <15,3 to <4,81-100%,61-80%,4,5,5,3,3,4,4,4,2,4,4,3,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,1,BAF,3.77,A,3.77,0.00,Yes,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
125,1617T1,UNFN,14,14,5,5,0,5,6,1,5,5,0,4,5,1,4,4,0,4,5,1,5,5,0,5,5,0,4,4,0,4,5,1,5,5,0,4,4,0,4,4,0,5,6,1,5,4,-1,6,6,0,4,4,0,8 to 9,2 to 3,3 to <6,less than 1,81-100%,61-80%,4,4,4,3,4,4,4,4,4,5,4,2,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,,Cantonese,DSE 5 or above,1,SSF,3.55,A-,3.55,0.00,Yes,2,0,0,BLANK,BLANK,BLANK,1,1,1,BLANK
